.id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	Significant	Direction
CD8_Precursor_Exhausted	0.387851994832477	0.203399462798168	0.067	0.125	1	Dclre1c	NO	NS
CD8_Precursor_Exhausted	0.388105363011805	0.52702381141344	0.156	0.107	1	Rnf8	NO	NS
CD8_Precursor_Exhausted	0.388782038401372	0.320125659749508	0.222	0.161	1	Acbd3	NO	NS
CD8_Precursor_Exhausted	0.388945766326253	0.705893177152617	0.178	0.125	1	Safb	NO	NS
CD8_Precursor_Exhausted	0.389463830671022	-0.239547023508512	0.422	0.518	1	Hmgb2	NO	NS
CD8_Precursor_Exhausted	0.38996618641084	-0.279129905006694	0.133	0.196	1	Rbm17	NO	NS
CD8_Precursor_Exhausted	0.38996618641084	-0.457272842941786	0.133	0.196	1	Atp9b	NO	NS
CD8_Precursor_Exhausted	0.390879609487845	-0.366155992608018	0.511	0.571	1	Hmgb1	NO	NS
CD8_Precursor_Exhausted	0.390896322686871	-0.568766430137296	0.222	0.286	1	Mrfap1	NO	NS
CD8_Precursor_Exhausted	0.391094546343509	-0.545030128437518	0.311	0.393	1	Tsc22d4	NO	NS
CD8_Precursor_Exhausted	0.391331513382314	-0.405795600108451	0.089	0.143	1	Kidins220	NO	NS
CD8_Precursor_Exhausted	0.391331513382314	-0.447139883969236	0.089	0.143	1	Pip4p1	NO	NS
CD8_Precursor_Exhausted	0.391843304821753	-0.112353364450281	0.178	0.25	1	AI662270	NO	NS
CD8_Precursor_Exhausted	0.391993263332636	-0.244623223742052	0.111	0.179	1	Arl1	NO	NS
CD8_Precursor_Exhausted	0.391993263332636	-0.119394485975677	0.111	0.179	1	Pnpla8	NO	NS
CD8_Precursor_Exhausted	0.392438204827735	0.161017568730752	0.133	0.214	1	Srpk2	NO	NS
CD8_Precursor_Exhausted	0.394286219285235	-0.259838257665217	0.333	0.411	1	Uqcrh	NO	NS
CD8_Precursor_Exhausted	0.394550594679103	0.197449452971703	0.444	0.393	1	Eif3c	NO	NS
CD8_Precursor_Exhausted	0.395055201205334	0.439469990702155	0.178	0.125	1	Gpr68	NO	NS
CD8_Precursor_Exhausted	0.395138400875932	0.126514616470918	0.067	0.125	1	Traf6	NO	NS
CD8_Precursor_Exhausted	0.395138400875932	0.159491511371464	0.067	0.125	1	Wdtc1	NO	NS
CD8_Precursor_Exhausted	0.395516314475847	0.570265800259039	0.378	0.339	1	Clta	NO	NS
CD8_Precursor_Exhausted	0.397049165681952	-0.215104894258532	0.2	0.268	1	Tomm6	NO	NS
CD8_Precursor_Exhausted	0.397266786190473	0.554042048596928	0.133	0.089	1	Amz2	NO	NS
CD8_Precursor_Exhausted	0.397410763900181	0.362716577483789	0.489	0.446	1	Nfkbiz	NO	NS
CD8_Precursor_Exhausted	0.398085034737609	-0.289217621883844	0.089	0.143	1	AI504432	NO	NS
CD8_Precursor_Exhausted	0.398085034737609	-0.310628338178368	0.089	0.143	1	Ubac2	NO	NS
CD8_Precursor_Exhausted	0.398695749533644	0.342511572950039	0.2	0.143	1	Sertad2	NO	NS
CD8_Precursor_Exhausted	0.400421305650686	0.309473635447748	0.578	0.536	1	Iqgap1	NO	NS
CD8_Precursor_Exhausted	0.401171637492153	-0.407517965357054	0.156	0.232	1	Snrpd1	NO	NS
CD8_Precursor_Exhausted	0.401222296953154	0.601698743613044	0.178	0.125	1	Ppm1b	NO	NS
CD8_Precursor_Exhausted	0.401631552249773	-0.765240976425516	0.133	0.196	1	Ncoa3	NO	NS
CD8_Precursor_Exhausted	0.401631552249773	-0.281851932978081	0.133	0.196	1	Nfx1	NO	NS
CD8_Precursor_Exhausted	0.402392486593809	0.11483555886915	0.267	0.179	1	Lat	NO	NS
CD8_Precursor_Exhausted	0.402392486593809	-0.376946600257282	0.178	0.25	1	Pet100	NO	NS
CD8_Precursor_Exhausted	0.402392486593809	-0.20864762206318	0.178	0.25	1	Epc1	NO	NS
CD8_Precursor_Exhausted	0.402506948843303	0.15994770167685	0.067	0.125	1	Rnf126	NO	NS
CD8_Precursor_Exhausted	0.402506948843303	0.181756701799498	0.067	0.125	1	Seh1l	NO	NS
CD8_Precursor_Exhausted	0.402718995967305	-0.551566139119075	0.156	0.214	1	Zfp62	NO	NS
CD8_Precursor_Exhausted	0.402850496984494	0.259412347707371	0.356	0.268	1	Rb1cc1	NO	NS
CD8_Precursor_Exhausted	0.403060746583686	0.596408758415362	0.4	0.357	1	Cd53	NO	NS
CD8_Precursor_Exhausted	0.403310452621133	0.502739860867024	0.311	0.25	1	B4galt1	NO	NS
CD8_Precursor_Exhausted	0.404327401025338	0.20577101700551	0.111	0.179	1	Mllt10	NO	NS
CD8_Precursor_Exhausted	0.404658372728103	0.371365191995444	0.311	0.232	1	Zbp1	NO	NS
CD8_Precursor_Exhausted	0.404908304467033	-0.499783389516628	0.089	0.143	1	Phax	NO	NS
CD8_Precursor_Exhausted	0.406656517744403	0.230605910898324	0.733	0.696	1	Rpl7	NO	NS
CD8_Precursor_Exhausted	0.407541940001545	-0.422369347316523	0.133	0.196	1	Dync1i2	NO	NS
CD8_Precursor_Exhausted	0.407541940001545	-0.328842500045391	0.133	0.196	1	Heca	NO	NS
CD8_Precursor_Exhausted	0.407730331100694	-0.447829893579504	0.178	0.25	1	Tob2	NO	NS
CD8_Precursor_Exhausted	0.409957269751465	0.250521002055293	0.067	0.125	1	Pcnx	NO	NS
CD8_Precursor_Exhausted	0.409957269751465	0.292650770479043	0.067	0.125	1	Twf1	NO	NS
CD8_Precursor_Exhausted	0.410098452320119	0.452957492410706	0.356	0.286	1	Tle4	NO	NS
CD8_Precursor_Exhausted	0.410135661080262	-0.351137755340295	0.422	0.518	1	Arpc1b	NO	NS
CD8_Precursor_Exhausted	0.410580579521779	-0.215751471203328	0.111	0.179	1	Ppp2r2a	NO	NS
CD8_Precursor_Exhausted	0.410580579521779	0.160813937350249	0.111	0.179	1	Zbtb20	NO	NS
CD8_Precursor_Exhausted	0.410713378514657	0.526207861497427	0.111	0.071	1	Etfdh	NO	NS
CD8_Precursor_Exhausted	0.410713378514657	0.812569286614286	0.111	0.071	1	Krr1	NO	NS
CD8_Precursor_Exhausted	0.410713378514657	0.520876926713005	0.111	0.071	1	Rbm4b	NO	NS
CD8_Precursor_Exhausted	0.411007054180897	0.197071274487422	0.6	0.5	1	Ube2d3	NO	NS
CD8_Precursor_Exhausted	0.411507483883637	0.754303016798724	0.133	0.089	1	Ate1	NO	NS
CD8_Precursor_Exhausted	0.411801023830289	-0.516960293665735	0.089	0.143	1	Wipi2	NO	NS
CD8_Precursor_Exhausted	0.411801023830289	-0.263480052221421	0.089	0.143	1	Sytl2	NO	NS
CD8_Precursor_Exhausted	0.411801023830289	-0.363952678726329	0.089	0.143	1	Kbtbd11	NO	NS
CD8_Precursor_Exhausted	0.411801023830289	-0.163995978912021	0.089	0.143	1	Evi2a	NO	NS
CD8_Precursor_Exhausted	0.411801023830289	-0.292034321201513	0.089	0.143	1	Mrpl43	NO	NS
CD8_Precursor_Exhausted	0.412106308359436	0.121776207231028	0.822	0.768	1	Rpl8	NO	NS
CD8_Precursor_Exhausted	0.412537749172614	0.645387972603125	0.267	0.214	1	Itpr2	NO	NS
CD8_Precursor_Exhausted	0.412537749172614	-0.480386611417636	0.2	0.268	1	Drap1	NO	NS
CD8_Precursor_Exhausted	0.412656408753146	0.213472873553439	0.844	0.786	1	Rps3a1	NO	NS
CD8_Precursor_Exhausted	0.413110152137678	-0.246334585725504	0.178	0.25	1	Trim44	NO	NS
CD8_Precursor_Exhausted	0.413728594104775	0.132577833636983	0.178	0.125	1	Gps2	NO	NS
CD8_Precursor_Exhausted	0.413822940538538	0.117173731609177	0.911	0.857	1	Rpl37	NO	NS
CD8_Precursor_Exhausted	0.414081266664542	-0.574102486220394	0.156	0.214	1	Gadd45g	NO	NS
CD8_Precursor_Exhausted	0.414406360904386	0.413848886149348	0.333	0.268	1	Clec2d	NO	NS
CD8_Precursor_Exhausted	0.415509666261204	0.715666519686097	0.2	0.161	1	Kdm2a	NO	NS
CD8_Precursor_Exhausted	0.416374009197264	-0.49033834794971	0.311	0.375	1	Lsp1	NO	NS
CD8_Precursor_Exhausted	0.416504099375174	0.494062439546257	0.2	0.143	1	Mxi1	NO	NS
CD8_Precursor_Exhausted	0.417368730672185	0.354039594429042	0.822	0.875	1	Akap13	NO	NS
CD8_Precursor_Exhausted	0.417898011487059	-0.113977559458371	0.156	0.232	1	Map3k2	NO	NS
CD8_Precursor_Exhausted	0.418622704600337	0.466156014310774	0.111	0.071	1	Tgtp2	NO	NS
CD8_Precursor_Exhausted	0.418739996335073	0.282002577242678	0.133	0.089	1	Npm3	NO	NS
CD8_Precursor_Exhausted	0.418762870408835	-0.647656962949363	0.089	0.143	1	Tent5a	NO	NS
CD8_Precursor_Exhausted	0.418762870408835	-0.298557682635308	0.089	0.143	1	Zmym2	NO	NS
CD8_Precursor_Exhausted	0.418762870408835	-0.226869416385976	0.089	0.143	1	Commd6	NO	NS
CD8_Precursor_Exhausted	0.418974816676954	-0.297156549893055	0.378	0.464	1	Picalm	NO	NS
CD8_Precursor_Exhausted	0.419517133345394	-0.579642334279356	0.133	0.196	1	Mrps21	NO	NS
CD8_Precursor_Exhausted	0.419657969585581	-0.227172987820015	0.222	0.304	1	Atp5g1	NO	NS
CD8_Precursor_Exhausted	0.419657969585581	-0.114018910561505	0.222	0.304	1	Ywhaq	NO	NS
CD8_Precursor_Exhausted	0.419832818255104	-0.532298795940198	0.156	0.214	1	Tcf12	NO	NS
CD8_Precursor_Exhausted	0.419832818255104	-0.429719962891277	0.156	0.214	1	Gpsm3	NO	NS
CD8_Precursor_Exhausted	0.420067316755942	0.463159574459779	0.178	0.125	1	Dtx3l	NO	NS
CD8_Precursor_Exhausted	0.421003663209782	-0.35373162828119	0.311	0.375	1	Ubxn4	NO	NS
CD8_Precursor_Exhausted	0.421196637436533	0.436831956971819	0.156	0.107	1	Braf	NO	NS
CD8_Precursor_Exhausted	0.421400319414014	0.645923057289108	0.2	0.161	1	Thoc7	NO	NS
CD8_Precursor_Exhausted	0.421928743840071	0.324462404439242	0.267	0.339	1	Lyst	NO	NS
CD8_Precursor_Exhausted	0.422675516324035	0.373412846043227	0.378	0.339	1	Rlf	NO	NS
CD8_Precursor_Exhausted	0.423970201482048	-0.507959312383518	0.178	0.232	1	Dnajc7	NO	NS
CD8_Precursor_Exhausted	0.423995093968007	-0.111491107134564	0.178	0.25	1	Cox6b1	NO	NS
CD8_Precursor_Exhausted	0.42412393090509	-0.291693982456294	0.356	0.446	1	mt-Atp8	NO	NS
CD8_Precursor_Exhausted	0.4244145461065	0.175605000906045	0.422	0.357	1	Ms4a6b	NO	NS
CD8_Precursor_Exhausted	0.424777207661007	-0.252924514849995	0.2	0.286	1	Zeb2	NO	NS
CD8_Precursor_Exhausted	0.424777207661007	-0.172124656709481	0.2	0.286	1	Atp5mpl	NO	NS
CD8_Precursor_Exhausted	0.425581502857106	-0.275044985408269	0.133	0.196	1	Bcl2a1d	NO	NS
CD8_Precursor_Exhausted	0.425581502857106	-0.113562593175414	0.133	0.196	1	Zcrb1	NO	NS
CD8_Precursor_Exhausted	0.425793498010359	-0.125935831235893	0.089	0.143	1	Kdm5b	NO	NS
CD8_Precursor_Exhausted	0.425793498010359	-0.415892394716874	0.089	0.143	1	Xcl1	NO	NS
CD8_Precursor_Exhausted	0.42604677667348	0.299221338156259	0.133	0.089	1	Ddx41	NO	NS
CD8_Precursor_Exhausted	0.42604677667348	0.485591608474411	0.133	0.089	1	Zhx1	NO	NS
CD8_Precursor_Exhausted	0.42604677667348	0.229411338277089	0.133	0.089	1	Zfp654	NO	NS
CD8_Precursor_Exhausted	0.426184894148816	-0.326513136065719	0.578	0.607	1	Fyb	NO	NS
CD8_Precursor_Exhausted	0.426469277522383	-0.250438076525638	0.333	0.393	1	Tomm20	NO	NS
CD8_Precursor_Exhausted	0.426620971980957	0.721826241246069	0.111	0.071	1	E2f4	NO	NS
CD8_Precursor_Exhausted	0.427705223657169	-0.282243914425902	0.356	0.429	1	Hnrnpa1	NO	NS
CD8_Precursor_Exhausted	0.428008201155355	0.233988145309052	0.156	0.107	1	Chtop	NO	NS
CD8_Precursor_Exhausted	0.428008201155355	0.216932165087377	0.156	0.107	1	Klf3	NO	NS
CD8_Precursor_Exhausted	0.428008201155355	0.317785687802757	0.156	0.107	1	Exoc4	NO	NS
CD8_Precursor_Exhausted	0.428008201155355	0.364501790401135	0.156	0.107	1	Sdha	NO	NS
CD8_Precursor_Exhausted	0.428481192794466	-0.121948690796298	0.578	0.643	1	Ifi27l2a	NO	NS
CD8_Precursor_Exhausted	0.428592362658384	0.206779641737694	0.711	0.661	1	Myh9	NO	NS
CD8_Precursor_Exhausted	0.428949197738825	-0.172617478278018	0.289	0.357	1	Cd37	NO	NS
CD8_Precursor_Exhausted	0.429065680181051	0.553516873755824	0.6	0.571	1	Dock10	NO	NS
CD8_Precursor_Exhausted	0.429065964635125	0.106001339363505	0.244	0.339	1	Paxbp1	NO	NS
CD8_Precursor_Exhausted	0.429273638738417	0.463781798812095	0.222	0.179	1	Pbxip1	NO	NS
CD8_Precursor_Exhausted	0.42984963940896	0.199463792844736	0.911	0.911	1	Tmsb10	NO	NS
CD8_Precursor_Exhausted	0.430009522630776	0.172121859895245	1	0.964	1	Rplp0	NO	NS
CD8_Precursor_Exhausted	0.431696741582891	-0.17962319186241	0.133	0.196	1	Dazap1	NO	NS
CD8_Precursor_Exhausted	0.432226810343706	-0.212146819788131	0.356	0.429	1	Tra2a	NO	NS
CD8_Precursor_Exhausted	0.432892536586426	-0.312034168933941	0.089	0.143	1	Gabpb2	NO	NS
CD8_Precursor_Exhausted	0.432892536586426	-0.236530866576854	0.089	0.143	1	Hnrnph3	NO	NS
CD8_Precursor_Exhausted	0.432892536586426	-0.158505615039964	0.089	0.143	1	Elf4	NO	NS
CD8_Precursor_Exhausted	0.433327519206303	0.182491211545186	0.133	0.214	1	Ino80d	NO	NS
CD8_Precursor_Exhausted	0.433427409270733	0.480439605689908	0.133	0.089	1	Dhps	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	-0.622727548036627	0.067	0.107	1	Imp4	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	0.321239781714525	0.111	0.071	1	Mfap1a	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	-0.520299916187066	0.067	0.107	1	Rell1	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	0.582815363269647	0.111	0.071	1	Tbc1d10b	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	0.621119066573484	0.111	0.071	1	Rrad	NO	NS
CD8_Precursor_Exhausted	0.434707634886587	-0.498729382747277	0.067	0.107	1	Dnajb9	NO	NS
CD8_Precursor_Exhausted	0.434883455251258	0.375489938732476	0.156	0.107	1	Zbtb21	NO	NS
CD8_Precursor_Exhausted	0.435045965043547	-0.201120945863983	0.178	0.25	1	Mapkapk2	NO	NS
CD8_Precursor_Exhausted	0.435045965043547	-0.167795286413416	0.178	0.25	1	Tgfbr2	NO	NS
CD8_Precursor_Exhausted	0.435917577934599	-0.294948667644292	0.111	0.161	1	Bex3	NO	NS
CD8_Precursor_Exhausted	0.436161583311358	0.14319156413234	0.111	0.179	1	Rnh1	NO	NS
CD8_Precursor_Exhausted	0.436161583311358	0.237597286463596	0.111	0.179	1	Cd2ap	NO	NS
CD8_Precursor_Exhausted	0.436228673361202	0.451660979582172	0.311	0.268	1	Trip11	NO	NS
CD8_Precursor_Exhausted	0.437366740522206	-0.267234970734127	0.156	0.214	1	Fbxo11	NO	NS
CD8_Precursor_Exhausted	0.437585807193006	0.542068559438754	0.511	0.5	1	Zfp36l2	NO	NS
CD8_Precursor_Exhausted	0.437997230135922	-0.216058444426796	0.778	0.804	1	Vim	NO	NS
CD8_Precursor_Exhausted	0.438900176565892	-0.36250254820282	0.4	0.446	1	Cox7c	NO	NS
CD8_Precursor_Exhausted	0.440059592163487	-0.101408304472534	0.089	0.143	1	D1Ertd622e	NO	NS
CD8_Precursor_Exhausted	0.440059592163487	-0.291869433521626	0.089	0.143	1	Ankfy1	NO	NS
CD8_Precursor_Exhausted	0.440059592163487	-0.313815416197361	0.089	0.143	1	Parp10	NO	NS
CD8_Precursor_Exhausted	0.440633164763193	-0.267730213418278	0.178	0.25	1	Hnrnpr	NO	NS
CD8_Precursor_Exhausted	0.4408272180575	0.122490037345961	0.156	0.232	1	Zbtb11	NO	NS
CD8_Precursor_Exhausted	0.440881450602629	0.682563557543948	0.133	0.089	1	Itgb3	NO	NS
CD8_Precursor_Exhausted	0.440964426696884	0.301417468325336	0.2	0.143	1	Gimap5	NO	NS
CD8_Precursor_Exhausted	0.440964426696884	0.13169085849095	0.2	0.143	1	Flii	NO	NS
CD8_Precursor_Exhausted	0.441822038493837	0.276515266632056	0.156	0.107	1	Rspry1	NO	NS
CD8_Precursor_Exhausted	0.44184474106242	0.347141818290268	0.289	0.232	1	Anxa6	NO	NS
CD8_Precursor_Exhausted	0.441938554342194	-0.204356206646958	0.422	0.464	1	Eif3h	NO	NS
CD8_Precursor_Exhausted	0.442207675112004	0.250946480342588	0.378	0.321	1	Sf1	NO	NS
CD8_Precursor_Exhausted	0.442646608134096	-0.555788513908275	0.111	0.161	1	Uba7	NO	NS
CD8_Precursor_Exhausted	0.442646608134096	-0.412348278250559	0.111	0.161	1	Adam19	NO	NS
CD8_Precursor_Exhausted	0.442646608134096	-0.427999508480909	0.111	0.161	1	Fam160b1	NO	NS
CD8_Precursor_Exhausted	0.44269750704317	0.133898694666838	0.111	0.179	1	Emc6	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.647724666034679	0.111	0.071	1	2010016I18Rik	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.353240718654414	0.111	0.071	1	Tmem192	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.450771508925201	0.111	0.071	1	Ei24	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.342522728580513	0.111	0.071	1	Usp4	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	-0.483821921058137	0.067	0.107	1	Polg2	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.516110247104605	0.111	0.071	1	Yeats2	NO	NS
CD8_Precursor_Exhausted	0.44288210753818	0.482143911536004	0.111	0.071	1	Kctd20	NO	NS
CD8_Precursor_Exhausted	0.443322303596523	0.512144328343283	0.267	0.232	1	Sf3b3	NO	NS
CD8_Precursor_Exhausted	0.443828792675953	-0.228363417916671	0.244	0.321	1	Brd1	NO	NS
CD8_Precursor_Exhausted	0.444078809305578	-0.238800655424553	0.133	0.196	1	Gtf3c2	NO	NS
CD8_Precursor_Exhausted	0.444078809305578	-0.134310014575964	0.133	0.196	1	Psmc6	NO	NS
CD8_Precursor_Exhausted	0.444568343828229	-0.344128740482456	0.2	0.268	1	Atp5j	NO	NS
CD8_Precursor_Exhausted	0.445359594395952	-0.444336541127554	0.733	0.714	1	Ubc	NO	NS
CD8_Precursor_Exhausted	0.445879611822819	0.327079730994508	0.356	0.304	1	Thy1	NO	NS
CD8_Precursor_Exhausted	0.446261278072471	0.147424897612992	0.178	0.25	1	Rara	NO	NS
CD8_Precursor_Exhausted	0.446261278072471	-0.214784987178577	0.178	0.25	1	Parp4	NO	NS
CD8_Precursor_Exhausted	0.44637887070555	0.398388078613163	0.311	0.268	1	Kat6a	NO	NS
CD8_Precursor_Exhausted	0.446506259132415	-0.415325962657723	0.267	0.339	1	Atp5b	NO	NS
CD8_Precursor_Exhausted	0.446670202172172	0.522232892843034	0.222	0.179	1	Psmd7	NO	NS
CD8_Precursor_Exhausted	0.44714060390928	0.397283037769871	0.289	0.232	1	Cnot6l	NO	NS
CD8_Precursor_Exhausted	0.447294246787433	-0.174861285199823	0.089	0.143	1	Mrps33	NO	NS
CD8_Precursor_Exhausted	0.447294246787433	-0.146284691076374	0.089	0.143	1	Chuk	NO	NS
CD8_Precursor_Exhausted	0.447740650479097	0.270690702180821	0.378	0.304	1	Arid5b	NO	NS
CD8_Precursor_Exhausted	0.448408429182628	0.334079482837468	0.133	0.089	1	Fkbp4	NO	NS
CD8_Precursor_Exhausted	0.448408429182628	0.361920084159675	0.133	0.089	1	Rras2	NO	NS
CD8_Precursor_Exhausted	0.448647817049882	-0.174285441839292	0.4	0.482	1	Scand1	NO	NS
CD8_Precursor_Exhausted	0.448823568782486	0.302434516655931	0.156	0.107	1	Cdc73	NO	NS
CD8_Precursor_Exhausted	0.449289082959485	0.182825901979088	0.111	0.179	1	Sdhb	NO	NS
CD8_Precursor_Exhausted	0.450041429934163	0.367676403848235	0.267	0.214	1	St13	NO	NS
CD8_Precursor_Exhausted	0.450041429934163	-0.557017530545721	0.2	0.268	1	Cd6	NO	NS
CD8_Precursor_Exhausted	0.450345096469767	-0.275599822784262	0.133	0.196	1	Atpif1	NO	NS
CD8_Precursor_Exhausted	0.451143764046994	0.446300898843676	0.111	0.071	1	Cenpc1	NO	NS
CD8_Precursor_Exhausted	0.451143764046994	0.402106349005827	0.111	0.071	1	Usp39	NO	NS
CD8_Precursor_Exhausted	0.451143764046994	0.305335950986434	0.111	0.071	1	Egln2	NO	NS
CD8_Precursor_Exhausted	0.451143764046994	0.455273642943554	0.111	0.071	1	Stard5	NO	NS
CD8_Precursor_Exhausted	0.451930097063232	0.38176718622136	0.244	0.196	1	Serinc1	NO	NS
CD8_Precursor_Exhausted	0.452215292607015	-0.119794498408684	0.311	0.411	1	Atp5a1	NO	NS
CD8_Precursor_Exhausted	0.452605635789104	0.177737884281619	0.178	0.125	1	Il21r	NO	NS
CD8_Precursor_Exhausted	0.452612071456207	0.188223403178593	0.267	0.393	1	Prdm2	NO	NS
CD8_Precursor_Exhausted	0.452612071456207	-0.129931133526231	0.289	0.375	1	Ikzf1	NO	NS
CD8_Precursor_Exhausted	0.453496928315487	0.174320654918052	0.2	0.143	1	Galnt6	NO	NS
CD8_Precursor_Exhausted	0.453616066830766	0.234825935169315	0.867	0.839	1	Rps21	NO	NS
CD8_Precursor_Exhausted	0.453657306688642	0.705879134796426	0.422	0.393	1	Ucp2	NO	NS
CD8_Precursor_Exhausted	0.453784846019546	-0.514896689610345	0.244	0.304	1	Psmb1	NO	NS
CD8_Precursor_Exhausted	0.454035395282945	0.567689255730349	0.333	0.286	1	Krtcap2	NO	NS
CD8_Precursor_Exhausted	0.45407894718267	-0.198576199735343	0.244	0.321	1	Ivns1abp	NO	NS
CD8_Precursor_Exhausted	0.454596058481861	-0.118405985805691	0.089	0.143	1	Atg3	NO	NS
CD8_Precursor_Exhausted	0.455245993821786	-0.313723145241636	0.356	0.429	1	Psme1	NO	NS
CD8_Precursor_Exhausted	0.455314846975512	-0.257472786650241	0.156	0.214	1	Ndufa3	NO	NS
CD8_Precursor_Exhausted	0.455887643114382	-0.349404438677587	0.156	0.107	1	Hspd1	NO	NS
CD8_Precursor_Exhausted	0.456734497067111	-0.138588099480579	0.333	0.429	1	Slc3a2	NO	NS
CD8_Precursor_Exhausted	0.457639405009466	-0.156203141820749	0.178	0.25	1	Mef2d	NO	NS
CD8_Precursor_Exhausted	0.458202287688042	-0.328414614395236	0.289	0.357	1	Uhrf2	NO	NS
CD8_Precursor_Exhausted	0.458327550621674	0.194768285513804	0.911	0.911	1	Rpl34	NO	NS
CD8_Precursor_Exhausted	0.458487394811558	-0.119783036872263	0.156	0.232	1	Ap3b1	NO	NS
CD8_Precursor_Exhausted	0.459253663970609	-0.202232693951669	0.244	0.321	1	Vasp	NO	NS
CD8_Precursor_Exhausted	0.459280052838477	0.18946977552972	0.178	0.125	1	Ripk1	NO	NS
CD8_Precursor_Exhausted	0.45938643058467	0.584456692920815	0.378	0.357	1	Pak2	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	-0.372758037812617	0.067	0.107	1	Zbtb17	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	-0.389753645225973	0.067	0.107	1	Vamp1	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	-0.379012107887579	0.067	0.107	1	Sympk	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	0.793153771756325	0.111	0.071	1	Rassf3	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	0.401358729563158	0.111	0.071	1	Med11	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	0.398583091579783	0.111	0.071	1	Ftsj3	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	0.328206876905151	0.111	0.071	1	Gm19585	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	-0.400440312372437	0.067	0.107	1	Xdh	NO	NS
CD8_Precursor_Exhausted	0.459491938343767	-0.363095944935721	0.067	0.107	1	Sash3	NO	NS
CD8_Precursor_Exhausted	0.459552139850335	-0.342217655082271	0.2	0.25	1	Ndufb11	NO	NS
CD8_Precursor_Exhausted	0.460190517709264	0.367626353564014	0.556	0.518	1	Smchd1	NO	NS
CD8_Precursor_Exhausted	0.461101344431441	0.3191346503764	0.267	0.214	1	Pde4b	NO	NS
CD8_Precursor_Exhausted	0.462480476471017	0.14934870856506	0.911	0.911	1	Rpl41	NO	NS
CD8_Precursor_Exhausted	0.462637826644652	0.240127265868668	0.111	0.179	1	Ssrp1	NO	NS
CD8_Precursor_Exhausted	0.463013837563753	0.139335442884151	0.156	0.107	1	Rpf1	NO	NS
CD8_Precursor_Exhausted	0.46318629595304	-0.538348110445857	0.111	0.161	1	Lamc1	NO	NS
CD8_Precursor_Exhausted	0.46318629595304	-0.412063386547806	0.111	0.161	1	Tiprl	NO	NS
CD8_Precursor_Exhausted	0.463242955272064	0.116556061641533	0.289	0.232	1	Git2	NO	NS
CD8_Precursor_Exhausted	0.463679172052756	0.267313889478965	0.133	0.089	1	Syne1	NO	NS
CD8_Precursor_Exhausted	0.463800985380632	0.136351708270352	0.822	0.714	1	Tra2b	NO	NS
CD8_Precursor_Exhausted	0.463891735761965	-0.511100498049293	0.289	0.25	1	Hspe1	NO	NS
CD8_Precursor_Exhausted	0.464291037394696	-0.259237126733453	0.311	0.25	1	Snrpe	NO	NS
CD8_Precursor_Exhausted	0.464461250521353	-0.110249845126338	0.244	0.321	1	Tomm7	NO	NS
CD8_Precursor_Exhausted	0.465072383734291	0.462900679946234	0.267	0.232	1	Tor1aip1	NO	NS
CD8_Precursor_Exhausted	0.465324869083019	0.182640102904362	0.867	0.768	1	Rps15	NO	NS
CD8_Precursor_Exhausted	0.466009248655603	-0.101426304031299	0.178	0.125	1	Ccl3	NO	NS
CD8_Precursor_Exhausted	0.466216619984973	-0.165884410332521	0.333	0.429	1	Tubb5	NO	NS
CD8_Precursor_Exhausted	0.4666877619202	0.428334912256523	0.267	0.214	1	Helz2	NO	NS
CD8_Precursor_Exhausted	0.466844149767328	0.284340588945317	0.489	0.464	1	Rab8b	NO	NS
CD8_Precursor_Exhausted	0.467039963682678	0.132804649215828	0.244	0.179	1	Nlrc5	NO	NS
CD8_Precursor_Exhausted	0.467507026308946	-0.249461815913199	0.156	0.214	1	Eapp	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	-0.193692658857983	0.067	0.107	1	Raph1	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	-0.360019305074651	0.067	0.107	1	Usp42	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	0.288548517769315	0.111	0.071	1	Mettl9	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	0.205050232659037	0.111	0.071	1	Nudcd2	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	0.387920907329737	0.111	0.071	1	Spsb3	NO	NS
CD8_Precursor_Exhausted	0.467925924138003	-0.294620965464108	0.067	0.107	1	Nudt3	NO	NS
